MeetingStartDt,MeetingEndDt,FirstNm,MiddleNm,LastNm,Title,Status,Affiliation
19450301,19450301,Ray,M.,Gidney,President,Member,Cleveland Reserve Bank
19450301,19450301,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19450301,19450301,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19450301,19450301,John,K.,McKee,Governor,Member,Office of Board Members
19450301,19450301,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19450301,19450301,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19450301,19450301,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19450301,19450301,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19450301,19450301,Chester,C.,Davis,President,Non-Voting President,St. Louis Reserve Bank
19450301,19450301,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19450301,19450301,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19450620,19450620,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19450620,19450620,Ralph,E.,Flanders,President,Alternate Member,Boston Reserve Bank
19450620,19450620,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19450620,19450620,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19450620,19450620,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19450620,19450620,Ernest,G.,Draper,Governor,Member,Office of Board Members
19450620,19450620,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19450620,19450620,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19450620,19450620,Ray,M.,Gidney,President,Member,Cleveland Reserve Bank
19450620,19450620,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19450620,19450620,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19450620,19450620,John,K.,McKee,Governor,Member,Office of Board Members
19450620,19450620,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19450620,19450620,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19450620,19450620,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19450620,19450620,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19450620,19450620,Chester,C.,Davis,President,Non-Voting President,St. Louis Reserve Bank
19450620,19450620,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19450620,19450620,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19451017,19451017,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19451017,19451017,Ralph,E.,Flanders,President,Alternate Member,Boston Reserve Bank
19451017,19451017,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19451017,19451017,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19451017,19451017,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19451017,19451017,Ernest,G.,Draper,Governor,Member,Office of Board Members
19451017,19451017,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19451017,19451017,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19451017,19451017,Ray,M.,Gidney,President,Member,Cleveland Reserve Bank
19451017,19451017,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19451017,19451017,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19451017,19451017,John,K.,McKee,Governor,Member,Office of Board Members
19451017,19451017,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19451017,19451017,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19451017,19451017,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19451017,19451017,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19451017,19451017,Chester,C.,Davis,President,Non-Voting President,St. Louis Reserve Bank
19451017,19451017,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19451017,19451017,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19460228,19460228,Ralph,E.,Flanders,President,Alternate Member,Boston Reserve Bank
19460228,19460228,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19460228,19460228,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19460228,19460228,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19460228,19460228,Ernest,G.,Draper,Governor,Member,Office of Board Members
19460228,19460228,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19460228,19460228,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19460228,19460228,Ray,M.,Gidney,President,Member,Cleveland Reserve Bank
19460228,19460228,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19460228,19460228,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19460228,19460228,John,K.,McKee,Governor,Member,Office of Board Members
19460228,19460228,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19460228,19460228,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19460228,19460228,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19460228,19460228,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19460228,19460228,Ira,$$,Clerk,President,Non-Voting President,San Francisco Reserve Bank
19460228,19460228,Chester,C.,Davis,President,Non-Voting President,St. Louis Reserve Bank
19460228,19460228,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19460228,19460228,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19460301,19460301,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19460301,19460301,Ray,M.,Gidney,President,Alternate Member,Cleveland Reserve Bank
19460301,19460301,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19460301,19460301,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19460301,19460301,Laurence,F.,Whittemore,President,Alternate Member,Boston Reserve Bank
19460301,19460301,Ira,$$,Clerk,President,Member,San Francisco Reserve Bank
19460301,19460301,Ernest,G.,Draper,Governor,Member,Office of Board Members
19460301,19460301,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19460301,19460301,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19460301,19460301,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19460301,19460301,John,K.,McKee,Governor,Member,Office of Board Members
19460301,19460301,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19460301,19460301,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19460301,19460301,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19460301,19460301,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19460301,19460301,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19460301,19460301,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19460301,19460301,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19460301,19460301,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19460610,19460610,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19460610,19460610,Ray,M.,Gidney,President,Alternate Member,Cleveland Reserve Bank
19460610,19460610,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19460610,19460610,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19460610,19460610,Laurence,F.,Whittemore,President,Alternate Member,Boston Reserve Bank
19460610,19460610,Ira,$$,Clerk,President,Member,San Francisco Reserve Bank
19460610,19460610,Ernest,G.,Draper,Governor,Member,Office of Board Members
19460610,19460610,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19460610,19460610,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19460610,19460610,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19460610,19460610,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19460610,19460610,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19460610,19460610,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19460610,19460610,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19460610,19460610,James,K.,"Vardaman, Jr. ",Governor,Member,Office of Board Members
19460610,19460610,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19460610,19460610,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19460610,19460610,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19460610,19460610,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19461003,19461003,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19461003,19461003,Ray,M.,Gidney,President,Alternate Member,Cleveland Reserve Bank
19461003,19461003,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19461003,19461003,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19461003,19461003,Laurence,F.,Whittemore,President,Alternate Member,Boston Reserve Bank
19461003,19461003,Ernest,G.,Draper,Governor,Member,Office of Board Members
19461003,19461003,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19461003,19461003,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19461003,19461003,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19461003,19461003,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19461003,19461003,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19461003,19461003,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19461003,19461003,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19461003,19461003,San Francisco,$$,VACANT,President,Member,San Francisco Reserve Bank
19461003,19461003,James,K.,"Vardaman, Jr. ",Governor,Member,Office of Board Members
19461003,19461003,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19461003,19461003,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19461003,19461003,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19461003,19461003,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19470227,19470228,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19470227,19470228,Ray,M.,Gidney,President,Alternate Member,Cleveland Reserve Bank
19470227,19470228,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19470227,19470228,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19470227,19470228,Laurence,F.,Whittemore,President,Alternate Member,Boston Reserve Bank
19470227,19470228,Lawrence,$$,Clayton,Governor,Member,Office of Board Members
19470227,19470228,Ernest,G.,Draper,Governor,Member,Office of Board Members
19470227,19470228,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19470227,19470228,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19470227,19470228,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19470227,19470228,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19470227,19470228,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19470227,19470228,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19470227,19470228,James,K.,"Vardaman, Jr. ",Governor,Member,Office of Board Members
19470227,19470228,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19470227,19470228,Cecil,E.,Earhart,President,Non-Voting President,San Francisco Reserve Bank
19470227,19470228,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19470227,19470228,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19470227,19470228,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19470301,19470301,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19470301,19470301,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19470301,19470301,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19470301,19470301,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19470301,19470301,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19470301,19470301,Lawrence,$$,Clayton,Governor,Member,Office of Board Members
19470301,19470301,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19470301,19470301,Ernest,G.,Draper,Governor,Member,Office of Board Members
19470301,19470301,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19470301,19470301,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19470301,19470301,Ray,M.,Gidney,President,Member,Cleveland Reserve Bank
19470301,19470301,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19470301,19470301,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19470301,19470301,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19470301,19470301,James,K.,"Vardaman, Jr. ",Governor,Member,Office of Board Members
19470301,19470301,Laurence,F.,Whittemore,President,Member,Boston Reserve Bank
19470301,19470301,Cecil,E.,Earhart,President,Non-Voting President,San Francisco Reserve Bank
19470301,19470301,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19470301,19470301,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19470605,19470606,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19470605,19470606,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19470605,19470606,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19470605,19470606,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19470605,19470606,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19470605,19470606,Lawrence,$$,Clayton,Governor,Member,Office of Board Members
19470605,19470606,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19470605,19470606,Ernest,G.,Draper,Governor,Member,Office of Board Members
19470605,19470606,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19470605,19470606,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19470605,19470606,Ray,M.,Gidney,President,Member,Cleveland Reserve Bank
19470605,19470606,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19470605,19470606,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19470605,19470606,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19470605,19470606,James,K.,"Vardaman, Jr. ",Governor,Member,Office of Board Members
19470605,19470606,Laurence,F.,Whittemore,President,Member,Boston Reserve Bank
19470605,19470606,Cecil,E.,Earhart,President,Non-Voting President,San Francisco Reserve Bank
19470605,19470606,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19470605,19470606,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19471006,19471007,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19471006,19471007,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19471006,19471007,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19471006,19471007,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19471006,19471007,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19471006,19471007,Lawrence,$$,Clayton,Governor,Member,Office of Board Members
19471006,19471007,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19471006,19471007,Ernest,G.,Draper,Governor,Member,Office of Board Members
19471006,19471007,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19471006,19471007,Rudolph,M.,Evans,Governor,Member,Office of Board Members
